Order_ID,Date,Restaurant,Food_Item,Category,Price,Quantity,Delivery_Time_Minutes,City,Customer_Rating,Payment_Method,Date_Flag,Day,Month,Month_Name,Revenue
100029,2024-06-08,Burger Hub,Sushi,Japanese,82.4,4,18.0,delhi,4.7,card,False,8,6,June,329.6
100030,2024-06-06,Tandoori Express,Sandwich,Snacks,543.18,3,58.0,bangalore,4.6,cash,False,6,6,June,1629.54
100031,2024-02-13,Tandoori Express,Sushi,Japanese,1195.78,6,66.0,mumbai,3.0,card,False,13,2,February,7174.68
100032,2024-05-27,Sushi World,Pizza,Fast Food,398.99,1,70.0,delhi,4.5,wallet,False,27,5,May,398.99
100033,2024-02-01,Cafe Aroma,Coffee,Beverages,1011.6,4,76.0,chennai,3.2,card,False,1,2,February,4046.4
100034,2024-06-12,Healthy Bites,Coffee,Beverages,1346.67,8,70.0,kolkata,4.0,wallet,False,12,6,June,10773.36
100035,2024-04-08,Tandoori Express,Biryani,Indian,1093.23,6,79.0,delhi,1.6,upi,False,8,4,April,6559.38
100036,,Cafe Aroma,Pizza,Fast Food,850.51,4,59.0,hyderabad,3.3,wallet,True,,,,3402.04
100037,2024-05-04,Burger Hub,Coffee,Beverages,504.03,7,79.0,bangalore,4.6,wallet,False,4,5,May,3528.21
100038,2024-04-10,Cafe Aroma,Burger,Fast Food,1044.38,3,26.0,pune,3.1,cash,False,10,4,April,3133.1400000000003
100039,2024-03-12,Cafe Aroma,Pizza,Fast Food,735.61,3,51.0,bangalore,4.5,card,False,12,3,March,2206.83
100040,2024-02-09,Biryani House,Pizza,Fast Food,856.22,1,41.0,chennai,1.1,cash,False,9,2,February,856.22
100041,2024-01-07,Sushi World,Paneer Tikka,Indian,443.87,2,30.0,hyderabad,1.4,wallet,False,7,1,January,887.74
100042,2024-05-24,Sushi World,Salad,Healthy,800.58,5,86.0,bangalore,4.2,wallet,False,24,5,May,4002.9
100043,2024-02-09,Pizza Nation,Noodles,Chinese,564.55,8,56.0,bangalore,4.3,card,False,9,2,February,4516.4
100044,2024-04-25,Wok Station,Paneer Tikka,Indian,740.12,5,41.0,chennai,1.3,wallet,False,25,4,April,3700.6
100045,2024-03-11,Burger Hub,Noodles,Chinese,541.52,6,53.0,kolkata,3.4,upi,False,11,3,March,3249.12
100046,2024-03-16,Sushi World,Pizza,Fast Food,773.78,8,72.0,delhi,1.1,upi,False,16,3,March,6190.24
100047,2024-01-31,Healthy Bites,Sushi,Japanese,865.93,6,68.0,bangalore,2.0,cash,False,31,1,January,5195.58
100048,,Spice Villa,Sandwich,Snacks,1128.82,5,34.0,kolkata,2.4,upi,True,,,,5644.099999999999
100049,2024-03-13,Burger Hub,Sushi,Japanese,865.77,3,72.0,chennai,1.0,card,False,13,3,March,2597.31
100050,2024-02-08,Burger Hub,Pasta,Italian,1303.65,2,19.0,hyderabad,3.7,card,False,8,2,February,2607.3
100051,2024-05-30,Sushi World,Pizza,Fast Food,1165.51,4,58.0,mumbai,2.8,cash,False,30,5,May,4662.04
100052,2024-04-14,Pizza Nation,Paneer Tikka,Indian,375.06,2,32.0,hyderabad,1.6,wallet,False,14,4,April,750.12
100053,2024-06-09,Burger Hub,Sushi,Japanese,1083.88,8,39.0,mumbai,4.2,wallet,False,9,6,June,8671.04
100054,2024-05-25,Wok Station,Pizza,Fast Food,291.56,3,31.0,chennai,3.4,cash,False,25,5,May,874.6800000000001
100055,2024-06-03,Tandoori Express,Coffee,Beverages,1418.6,8,86.0,delhi,3.0,upi,False,3,6,June,11348.8
100056,2024-03-12,Healthy Bites,Paneer Tikka,Indian,1499.39,5,32.0,hyderabad,3.6,wallet,False,12,3,March,7496.950000000001
100057,2024-06-18,Pizza Nation,Coffee,Beverages,659.85,2,52.0,kolkata,3.0,cash,False,18,6,June,1319.7
100058,2024-04-15,Pizza Nation,Coffee,Beverages,539.05,7,10.0,kolkata,3.2,card,False,15,4,April,3773.3499999999995
100059,2024-01-08,Biryani House,Paneer Tikka,Indian,1159.19,3,66.0,hyderabad,2.9,upi,False,8,1,January,3477.57
100060,2024-03-15,Tandoori Express,Pasta,Italian,864.2,2,25.0,mumbai,1.6,wallet,False,15,3,March,1728.4
100061,2024-03-28,Biryani House,Coffee,Beverages,862.8,3,45.0,kolkata,4.4,card,False,28,3,March,2588.3999999999996
100062,2024-05-21,Tandoori Express,Burger,Fast Food,1269.22,8,67.0,bangalore,2.4,wallet,False,21,5,May,10153.76
100063,2024-06-15,Sushi World,Noodles,Chinese,419.1,7,52.63157894736842,chennai,3.7,cash,False,15,6,June,2933.7000000000003
100064,2024-01-20,Wok Station,Pasta,Italian,551.43,8,68.0,mumbai,3.0,card,False,20,1,January,4411.44
100065,2024-05-18,Cafe Aroma,Paneer Tikka,Indian,1289.51,7,90.0,delhi,4.0,upi,False,18,5,May,9026.57
100066,2024-01-15,Sushi World,Sushi,Japanese,696.24,2,48.0,bangalore,1.2,wallet,False,15,1,January,1392.48
100067,2024-03-02,Sushi World,Pasta,Italian,883.62,3,88.0,hyderabad,3.5,upi,False,2,3,March,2650.86
100068,2024-03-29,Biryani House,Biryani,Indian,732.59,8,79.0,mumbai,2.8,wallet,False,29,3,March,5860.72
100069,2024-06-28,Biryani House,Sushi,Japanese,362.89,8,58.0,pune,3.3,wallet,False,28,6,June,2903.12
100070,2024-02-28,Burger Hub,Sushi,Japanese,1053.84,1,73.0,bangalore,4.6,upi,False,28,2,February,1053.84
100071,2024-04-22,Healthy Bites,Biryani,Indian,1152.92,3,90.0,bangalore,2.2,upi,False,22,4,April,3458.76
100072,2024-05-03,Tandoori Express,Pizza,Fast Food,670.01,6,44.0,mumbai,2.0,card,False,3,5,May,4020.06
100073,2024-01-04,Biryani House,Pizza,Fast Food,279.87,7,81.0,delhi,4.2,wallet,False,4,1,January,1959.0900000000001
100074,2024-06-05,Tandoori Express,Noodles,Chinese,1247.83,2,70.0,delhi,3.0,wallet,False,5,6,June,2495.66
100075,2024-06-20,Cafe Aroma,Sushi,Japanese,144.39,8,78.0,delhi,2.8,wallet,False,20,6,June,1155.12
100076,2024-04-23,Spice Villa,Paneer Tikka,Indian,1009.99,7,45.0,bangalore,3.0,cash,False,23,4,April,7069.93
100077,2024-06-12,Wok Station,Noodles,Chinese,995.65,2,68.0,delhi,1.8,cash,False,12,6,June,1991.3
100078,,Sushi World,Noodles,Chinese,1197.51,4,39.0,delhi,1.6,upi,True,,,,4790.04
100079,2024-04-17,Tandoori Express,Sandwich,Snacks,236.1,3,49.515151515151516,delhi,3.0,cash,False,17,4,April,708.3
100080,2024-06-17,Biryani House,Coffee,Beverages,808.8,4,15.0,chennai,4.6,cash,False,17,6,June,3235.2
100081,2024-02-02,Biryani House,Burger,Fast Food,685.31,8,20.0,pune,1.6,card,False,2,2,February,5482.48
100082,2024-05-21,Healthy Bites,Salad,Healthy,724.28,2,24.0,mumbai,3.6,wallet,False,21,5,May,1448.56
100083,2024-02-09,Sushi World,Coffee,Beverages,1254.94,2,50.0,chennai,2.5,cash,False,9,2,February,2509.88
100084,2024-06-20,Pizza Nation,Pizza,Fast Food,217.12,3,85.0,bangalore,3.2,wallet,False,20,6,June,651.36
100085,2024-05-22,Tandoori Express,Burger,Fast Food,579.34,4,71.0,mumbai,1.4,upi,False,22,5,May,2317.36
100086,2024-03-27,Wok Station,Salad,Healthy,1242.17,1,44.0,delhi,3.0,upi,False,27,3,March,1242.17
100087,2024-03-24,Cafe Aroma,Paneer Tikka,Indian,1132.18,4,68.0,hyderabad,2.5,cash,False,24,3,March,4528.72
100088,2024-03-10,Spice Villa,Burger,Fast Food,957.33,5,64.0,kolkata,2.8,cash,False,10,3,March,4786.650000000001
100089,2024-02-05,Cafe Aroma,Noodles,Chinese,1043.07,5,60.0,mumbai,3.1,card,False,5,2,February,5215.349999999999
100090,2024-01-11,Burger Hub,Pizza,Fast Food,691.53,4,55.0,chennai,4.4,cash,False,11,1,January,2766.12
100091,2024-06-07,Healthy Bites,Noodles,Chinese,654.28,5,12.0,pune,1.7,card,False,7,6,June,3271.3999999999996
100092,2024-02-13,Cafe Aroma,Pizza,Fast Food,425.51,2,49.0,pune,1.9,cash,False,13,2,February,851.02
100093,2024-02-09,Wok Station,Sandwich,Snacks,1182.24,3,28.0,pune,1.7,cash,False,9,2,February,3546.7200000000003
100094,2024-04-30,Biryani House,Pasta,Italian,880.5,6,90.0,mumbai,2.8,card,False,30,4,April,5283.0
100095,2024-01-24,Burger Hub,Paneer Tikka,Indian,185.35,1,46.0,kolkata,4.9,wallet,False,24,1,January,185.35
100096,2024-05-01,Healthy Bites,Coffee,Beverages,1204.38,8,83.0,delhi,2.3,wallet,False,1,5,May,9635.04
100097,2024-06-05,Pasta Point,Pizza,Fast Food,199.75,1,66.0,bangalore,3.1,card,False,5,6,June,199.75
100098,2024-06-17,Cafe Aroma,Salad,Healthy,1044.03,6,81.0,hyderabad,2.1,upi,False,17,6,June,6264.18
100099,2024-03-25,Pizza Nation,Noodles,Chinese,280.83,7,20.0,pune,2.5,cash,False,25,3,March,1965.81
100100,2024-02-09,Wok Station,Salad,Healthy,594.89,4,72.0,delhi,5.0,cash,False,9,2,February,2379.56
100101,2024-03-01,Healthy Bites,Noodles,Chinese,614.94,3,15.0,hyderabad,3.7,card,False,1,3,March,1844.8200000000002
100102,2024-04-22,Sushi World,Coffee,Beverages,519.44,8,34.0,mumbai,4.8,wallet,False,22,4,April,4155.52
100103,2024-05-21,Wok Station,Sandwich,Snacks,310.12,3,16.0,mumbai,4.5,cash,False,21,5,May,930.36
100104,2024-04-25,Pizza Nation,Sushi,Japanese,467.36,3,21.0,delhi,1.9,wallet,False,25,4,April,1402.08
100105,2024-06-15,Cafe Aroma,Burger,Fast Food,414.8,6,50.0,delhi,4.4,upi,False,15,6,June,2488.8
100106,2024-02-25,Tandoori Express,Burger,Fast Food,750.89,8,10.0,kolkata,1.1,wallet,False,25,2,February,6007.12
100107,2024-02-06,Tandoori Express,Pizza,Fast Food,253.02,8,73.0,delhi,3.3,card,False,6,2,February,2024.16
100108,2024-06-11,Healthy Bites,Biryani,Indian,1023.41,6,77.0,bangalore,2.9,card,False,11,6,June,6140.46
100109,2024-03-27,Pasta Point,Burger,Fast Food,569.62,2,52.0,delhi,2.4,wallet,False,27,3,March,1139.24
100110,2024-03-21,Spice Villa,Coffee,Beverages,169.6,8,35.0,kolkata,4.5,wallet,False,21,3,March,1356.8
100111,2024-02-01,Biryani House,Sandwich,Snacks,1149.67,6,16.0,bangalore,2.3,wallet,False,1,2,February,6898.02
100112,2024-04-18,Cafe Aroma,Coffee,Beverages,345.28,6,76.0,hyderabad,1.3,upi,False,18,4,April,2071.68
100113,2024-04-24,Tandoori Express,Sandwich,Snacks,193.7,5,64.0,bangalore,2.8,wallet,False,24,4,April,968.5
100114,2024-04-02,Burger Hub,Sushi,Japanese,915.41,3,66.0,hyderabad,3.1,cash,False,2,4,April,2746.23
100115,2024-03-12,Spice Villa,Paneer Tikka,Indian,1427.33,2,77.0,delhi,2.3,cash,False,12,3,March,2854.66
100116,2024-05-05,Biryani House,Pasta,Italian,1377.23,5,37.0,delhi,2.1,cash,False,5,5,May,6886.15
100117,2024-03-17,Spice Villa,Coffee,Beverages,712.06,6,18.0,kolkata,2.2,upi,False,17,3,March,4272.36
100118,2024-04-29,Wok Station,Noodles,Chinese,1478.89,4,13.0,kolkata,3.3,upi,False,29,4,April,5915.56
100119,2024-01-19,Pizza Nation,Paneer Tikka,Indian,758.38,7,19.0,pune,2.3,card,False,19,1,January,5308.66
100120,2024-03-18,Wok Station,Pasta,Italian,338.39,7,17.0,bangalore,3.1,upi,False,18,3,March,2368.73
100121,2024-06-13,Wok Station,Noodles,Chinese,1281.23,5,48.0,hyderabad,1.4,upi,False,13,6,June,6406.15
100122,2024-05-27,Healthy Bites,Pasta,Italian,939.3,1,13.0,mumbai,4.8,wallet,False,27,5,May,939.3
100123,2024-01-16,Burger Hub,Paneer Tikka,Indian,970.57,5,61.0,bangalore,1.3,wallet,False,16,1,January,4852.85
100124,2024-04-04,Sushi World,Coffee,Beverages,284.01,6,54.0,delhi,1.5,card,False,4,4,April,1704.06
100125,2024-02-10,Biryani House,Biryani,Indian,718.43,1,59.0,hyderabad,2.7,card,False,10,2,February,718.43
100126,2024-03-02,Spice Villa,Biryani,Indian,810.91,5,21.0,bangalore,3.0,cash,False,2,3,March,4054.5499999999997
100127,2024-03-08,Tandoori Express,Burger,Fast Food,1332.92,8,11.0,bangalore,2.7,card,False,8,3,March,10663.36
100128,2024-01-25,Cafe Aroma,Burger,Fast Food,701.62,5,89.0,bangalore,1.5,card,False,25,1,January,3508.1
100129,2024-05-11,Sushi World,Pasta,Italian,649.97,2,70.0,hyderabad,1.6,card,False,11,5,May,1299.94
100130,2024-03-17,Cafe Aroma,Pasta,Italian,1129.83,6,75.0,delhi,3.8,card,False,17,3,March,6778.98
100131,2024-05-28,Pizza Nation,Noodles,Chinese,908.86,1,43.0,bangalore,4.1,cash,False,28,5,May,908.86
100132,,Biryani House,Paneer Tikka,Indian,973.22,7,41.0,bangalore,4.8,wallet,True,,,,6812.54
100133,2024-05-23,Cafe Aroma,Pasta,Italian,662.74,8,17.0,pune,3.1,wallet,False,23,5,May,5301.92
100134,2024-03-04,Cafe Aroma,Sandwich,Snacks,325.92,6,43.0,mumbai,1.8,upi,False,4,3,March,1955.52
100135,2024-05-19,Tandoori Express,Sushi,Japanese,1060.14,8,45.0,bangalore,3.3,card,False,19,5,May,8481.12
100136,2024-05-23,Tandoori Express,Pasta,Italian,759.47,5,37.0,delhi,3.2,cash,False,23,5,May,3797.3500000000004
100137,2024-04-30,Healthy Bites,Paneer Tikka,Indian,152.09,4,16.0,delhi,2.3,cash,False,30,4,April,608.36
100138,2024-01-23,Spice Villa,Sandwich,Snacks,1407.75,8,46.0,mumbai,3.6,cash,False,23,1,January,11262.0
100139,2024-03-15,Cafe Aroma,Pasta,Italian,329.62,7,33.0,delhi,4.8,card,False,15,3,March,2307.34
100140,2024-02-19,Healthy Bites,Paneer Tikka,Indian,1475.85,8,27.0,bangalore,2.9,upi,False,19,2,February,11806.8
100141,2024-04-13,Tandoori Express,Coffee,Beverages,100.0,5,34.0,kolkata,4.4,card,False,13,4,April,500.0
100142,2024-03-09,Cafe Aroma,Pizza,Fast Food,342.39,6,10.0,mumbai,1.9,cash,False,9,3,March,2054.34
100143,2024-03-20,Pasta Point,Sushi,Japanese,168.22,5,74.0,pune,4.6,card,False,20,3,March,841.1
100144,2024-04-30,Healthy Bites,Noodles,Chinese,1439.45,8,87.0,pune,3.8,upi,False,30,4,April,11515.6
100145,2024-05-09,Healthy Bites,Biryani,Indian,196.26,6,82.0,kolkata,4.3,upi,False,9,5,May,1177.56
100146,2024-02-03,Pasta Point,Pasta,Italian,707.41,8,75.0,chennai,1.2,cash,False,3,2,February,5659.28
100147,2024-06-28,Biryani House,Sandwich,Snacks,517.6,5,84.0,delhi,2.7,cash,False,28,6,June,2588.0
100148,2024-04-06,Burger Hub,Coffee,Beverages,335.57,7,58.0,pune,4.7,upi,False,6,4,April,2348.99
100149,2024-05-19,Pizza Nation,Noodles,Chinese,842.91,4,12.0,bangalore,2.9,upi,False,19,5,May,3371.64
100150,2024-06-01,Biryani House,Biryani,Indian,471.42,2,63.0,hyderabad,1.3,cash,False,1,6,June,942.84
100151,2024-05-27,Burger Hub,Biryani,Indian,412.76,1,47.0,hyderabad,4.7,card,False,27,5,May,412.76
100152,2024-02-14,Tandoori Express,Biryani,Indian,1479.69,7,17.0,bangalore,3.4,wallet,False,14,2,February,10357.83
100153,2024-05-17,Pasta Point,Burger,Fast Food,1033.31,6,62.0,mumbai,2.5,card,False,17,5,May,6199.86
100154,2024-04-25,Biryani House,Pasta,Italian,878.59,3,42.0,delhi,3.6,upi,False,25,4,April,2635.77
100155,2024-05-02,Tandoori Express,Burger,Fast Food,939.06,2,85.0,bangalore,3.2,card,False,2,5,May,1878.12
100156,2024-03-02,Sushi World,Burger,Fast Food,1446.15,8,87.0,mumbai,2.6,wallet,False,2,3,March,11569.2
100157,2024-02-22,Wok Station,Coffee,Beverages,517.96,8,70.0,bangalore,2.3,cash,False,22,2,February,4143.68
100158,2024-03-03,Sushi World,Paneer Tikka,Indian,103.03,7,35.0,pune,2.5,card,False,3,3,March,721.21
100159,2024-05-05,Biryani House,Sushi,Japanese,991.21,3,55.0,kolkata,3.9,cash,False,5,5,May,2973.63
100160,2024-01-18,Burger Hub,Sandwich,Snacks,185.55,1,62.0,delhi,3.5,upi,False,18,1,January,185.55
100161,2024-01-05,Biryani House,Sandwich,Snacks,957.33,8,12.0,mumbai,3.2,card,False,5,1,January,7658.64
100162,2024-06-07,Wok Station,Burger,Fast Food,1037.13,3,22.0,bangalore,2.0,card,False,7,6,June,3111.3900000000003
100163,2024-01-09,Pizza Nation,Salad,Healthy,656.56,4,20.0,bangalore,4.4,wallet,False,9,1,January,2626.24
100164,2024-01-25,Biryani House,Sandwich,Snacks,93.42,7,52.0,delhi,4.4,upi,False,25,1,January,653.94
100165,2024-01-05,Healthy Bites,Biryani,Indian,146.12,3,14.0,hyderabad,4.4,upi,False,5,1,January,438.36
100166,2024-02-05,Pizza Nation,Salad,Healthy,880.82,7,79.0,bangalore,4.0,cash,False,5,2,February,6165.740000000001
100167,2024-05-05,Pasta Point,Sandwich,Snacks,700.67,7,51.0,kolkata,3.0,wallet,False,5,5,May,4904.69
100168,2024-06-11,Spice Villa,Salad,Healthy,1018.15,5,19.0,bangalore,1.6,card,False,11,6,June,5090.75
100169,2024-05-22,Pizza Nation,Noodles,Chinese,1419.0,5,21.0,delhi,2.8,cash,False,22,5,May,7095.0
100170,2024-05-23,Pasta Point,Pizza,Fast Food,927.63,7,47.96,mumbai,3.9,upi,False,23,5,May,6493.41
100171,2024-01-20,Spice Villa,Salad,Healthy,507.61,2,45.0,mumbai,2.9,wallet,False,20,1,January,1015.22
100172,2024-04-22,Healthy Bites,Paneer Tikka,Indian,231.9,7,89.0,pune,4.4,upi,False,22,4,April,1623.3
100173,2024-05-05,Pasta Point,Sushi,Japanese,1067.32,3,50.0,mumbai,3.8,card,False,5,5,May,3201.96
100174,2024-01-07,Tandoori Express,Salad,Healthy,637.97,4,79.0,chennai,4.1,upi,False,7,1,January,2551.88
100175,2024-06-17,Tandoori Express,Coffee,Beverages,178.21,7,27.0,bangalore,2.0,wallet,False,17,6,June,1247.47
100176,2024-06-01,Biryani House,Pizza,Fast Food,760.51,7,56.0,delhi,4.2,cash,False,1,6,June,5323.57
100177,2024-01-03,Pasta Point,Biryani,Indian,950.0,7,52.0,mumbai,2.7,upi,False,3,1,January,6650.0
100178,2024-01-22,Pasta Point,Coffee,Beverages,1176.73,3,13.0,chennai,2.2,upi,False,22,1,January,3530.19
100179,2024-01-18,Tandoori Express,Noodles,Chinese,1193.66,6,66.0,delhi,2.8,cash,False,18,1,January,7161.960000000001
100180,2024-04-28,Pasta Point,Burger,Fast Food,1041.54,4,80.0,bangalore,3.2,upi,False,28,4,April,4166.16
100181,2024-06-29,Cafe Aroma,Pasta,Italian,1127.09,8,59.0,delhi,3.1,cash,False,29,6,June,9016.72
100182,2024-05-30,Spice Villa,Sandwich,Snacks,359.85,8,50.0,bangalore,3.4,wallet,False,30,5,May,2878.8
100183,2024-02-16,Spice Villa,Paneer Tikka,Indian,1082.5,2,50.0,delhi,2.2,wallet,False,16,2,February,2165.0
100184,2024-04-25,Healthy Bites,Salad,Healthy,624.87,3,72.0,bangalore,1.7,cash,False,25,4,April,1874.6100000000001
100185,2024-05-05,Spice Villa,Coffee,Beverages,625.2,8,72.0,hyderabad,4.4,cash,False,5,5,May,5001.6
100186,2024-05-19,Tandoori Express,Biryani,Indian,825.51,8,24.0,bangalore,2.1,cash,False,19,5,May,6604.08
100187,2024-01-23,Wok Station,Coffee,Beverages,683.72,4,14.0,delhi,2.4,upi,False,23,1,January,2734.88
100188,2024-01-16,Healthy Bites,Biryani,Indian,1302.69,7,27.0,kolkata,4.3,card,False,16,1,January,9118.83
100189,2024-01-25,Wok Station,Paneer Tikka,Indian,1470.18,5,75.0,bangalore,3.7,cash,False,25,1,January,7350.900000000001
100190,2024-03-09,Spice Villa,Sushi,Japanese,268.42,6,60.0,bangalore,3.3,wallet,False,9,3,March,1610.52
100191,2024-01-24,Pizza Nation,Pizza,Fast Food,1144.72,6,72.0,chennai,1.0,card,False,24,1,January,6868.32
100192,2024-05-24,Wok Station,Pizza,Fast Food,1454.74,8,46.0,bangalore,3.3,cash,False,24,5,May,11637.92
100193,2024-02-03,Pizza Nation,Burger,Fast Food,1268.12,5,64.0,mumbai,3.8,upi,False,3,2,February,6340.599999999999
100194,2024-04-19,Pizza Nation,Sushi,Japanese,435.55,3,48.31578947368421,bangalore,4.0,cash,False,19,4,April,1306.65
100195,2024-02-03,Sushi World,Burger,Fast Food,268.43,8,53.0,mumbai,2.7,wallet,False,3,2,February,2147.44
100196,2024-01-18,Pizza Nation,Pizza,Fast Food,601.94,7,27.0,delhi,3.7,upi,False,18,1,January,4213.58
100197,2024-01-26,Pasta Point,Coffee,Beverages,971.87,7,66.0,delhi,1.3,wallet,False,26,1,January,6803.09
100198,,Cafe Aroma,Noodles,Chinese,278.56,2,86.0,pune,3.4,card,True,,,,557.12
100199,2024-05-07,Wok Station,Biryani,Indian,347.88,1,40.0,delhi,1.5,cash,False,7,5,May,347.88
100200,,Pasta Point,Noodles,Chinese,1302.36,6,32.0,delhi,4.8,cash,True,,,,7814.16
100201,2024-06-06,Sushi World,Sushi,Japanese,808.74,7,61.0,delhi,3.1,card,False,6,6,June,5661.18
100202,2024-03-02,Wok Station,Pizza,Fast Food,1463.53,6,18.0,delhi,2.7,wallet,False,2,3,March,8781.18
100203,2024-03-29,Biryani House,Pizza,Fast Food,158.14,3,27.0,mumbai,1.7,card,False,29,3,March,474.41999999999996
100204,2024-05-14,Pasta Point,Pasta,Italian,1189.2,2,13.0,chennai,2.7,cash,False,14,5,May,2378.4
100205,2024-06-21,Biryani House,Coffee,Beverages,158.72,3,42.0,mumbai,4.6,cash,False,21,6,June,476.15999999999997
100206,2024-06-16,Burger Hub,Burger,Fast Food,749.91,3,14.0,bangalore,4.7,upi,False,16,6,June,2249.73
100207,2024-01-18,Pasta Point,Salad,Healthy,190.6,1,76.0,mumbai,4.8,card,False,18,1,January,190.6
100208,2024-05-06,Pizza Nation,Noodles,Chinese,91.32,5,41.0,mumbai,3.4,upi,False,6,5,May,456.59999999999997
100209,2024-03-19,Burger Hub,Pasta,Italian,113.95,1,10.0,kolkata,2.5,upi,False,19,3,March,113.95
100210,2024-06-28,Biryani House,Salad,Healthy,1461.03,5,39.0,chennai,3.1,cash,False,28,6,June,7305.15
100211,2024-03-21,Pizza Nation,Paneer Tikka,Indian,984.85,1,26.0,bangalore,2.0,card,False,21,3,March,984.85
100212,2024-01-31,Biryani House,Noodles,Chinese,186.06,2,31.0,mumbai,2.3,wallet,False,31,1,January,372.12
100213,2024-02-07,Biryani House,Sushi,Japanese,250.28,5,87.0,mumbai,3.0,card,False,7,2,February,1251.4
100214,2024-02-05,Wok Station,Salad,Healthy,784.66,5,80.0,delhi,2.8,upi,False,5,2,February,3923.2999999999997
100215,2024-01-17,Sushi World,Pasta,Italian,608.58,2,43.0,pune,1.3,wallet,False,17,1,January,1217.16
100216,2024-04-11,Pizza Nation,Pasta,Italian,1257.69,1,16.0,bangalore,3.3,wallet,False,11,4,April,1257.69
100217,2024-05-20,Pasta Point,Pasta,Italian,345.75,3,50.403361344537814,delhi,3.0,card,False,20,5,May,1037.25
100218,2024-04-01,Spice Villa,Salad,Healthy,992.57,4,79.0,chennai,5.0,card,False,1,4,April,3970.28
100219,2024-05-15,Wok Station,Paneer Tikka,Indian,464.02,4,45.0,hyderabad,5.0,upi,False,15,5,May,1856.08
100220,2024-04-09,Pizza Nation,Pasta,Italian,422.44,1,38.0,delhi,4.9,upi,False,9,4,April,422.44
100221,2024-05-24,Healthy Bites,Biryani,Indian,1128.11,1,55.0,chennai,3.3,card,False,24,5,May,1128.11
